ItemID,ItemName,CurrentValue,LowValue,LowSeenDate,HighValue,HighSeenDate,Override,Taxed,Bottleneck,Mat1Qty,Mat1,Mat2Qty,Mat2,Mat3Qty,Mat3,Mat4Qty,Mat4,Mat5Qty,Mat5,Mat6Qty,Mat6,ProductionMultiplier,CritChance,CritProduct,Source,Tag,Tag2,Description
5960,Trace of Forest,9702,9702,,9702,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5961,Trace of Violence,4410,4410,,4410,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5962,Trace of Death,5013,5013,,5013,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
5963,Trace of Memory,9702,9702,,9702,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6001,Deer Hide,900,900,,900,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6002,Sheep Hide,818,818,,818,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6003,Fox Hide,721,721,,721,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6004,Rhino Hide,2598,2598,,2598,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6005,Pig Hide,2699,2699,,2699,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6017,Soft Kuku Bird Plume,851,851,,851,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6018,Flamingo Plume,1070,1070,,1070,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6151,Soft Hide,3024,3024,,3024,,,Yes,No,5,Hide 1,,,,,,,,,,,,,Fine Soft Hide,Processing,,,
6152,Tough Hide,7483,7483,,7483,,,Yes,No,5,Hide 2,,,,,,,,,,,,,Fine Tough Hide,Processing,,,
6153,Hard Hide,7228,7228,,7228,,,Yes,No,5,Hide 3,,,,,,,,,,,,,Fine Hard Hide,Processing,,,
6154,Thin Hide,6506,6506,,6506,,,Yes,No,5,Hide 4,,,,,,,,,,,,,Fine Thin Hide,Processing,,,
6155,Thick Fur,3024,3024,,3024,,,Yes,No,5,Hide 5,,,,,,,,,,,,,Fine Thick Fur,Processing,,,
6156,Fancy Reptile Skin,3175,3175,,3175,,,Yes,No,5,Hide 6,,,,,,,,,,,,,Fine Fancy Reptile Skin,Processing,,,
6157,Lightweight Plume,4428,4428,,4428,,,Yes,No,5,Soft Kuku Bird Plume,,,,,,,,,,,,,Fine Lightweight Plume,Processing,,,
6158,Fancy Feather,5082,5082,,5082,,,Yes,No,5,Flamingo Plume,,,,,,,,,,,,,Fine Fancy Feather,Processing,,,
6159,Fine Soft Hide,10080,10080,,10080,,,Yes,No,10,Soft Hide,,,,,,,,,,,,,,Processing,,,
6160,Fine Tough Hide,24948,24948,,24948,,,Yes,No,10,Tough Hide,,,,,,,,,,,,,,Processing,,,
6161,Fine Hard Hide,29451,29451,,29451,,,Yes,No,10,Hard Hide,,,,,,,,,,,,,,Processing,,,
6162,Fine Thin Hide,21690,21690,,21690,,,Yes,No,10,Thin Hide,,,,,,,,,,,,,,Processing,,,
6163,Fine Thick Fur,10080,10080,,10080,,,Yes,No,10,Thick Fur,,,,,,,,,,,,,,Processing,,,
6164,Fine Fancy Reptile Skin,10584,10584,,10584,,,Yes,No,10,Fancy Reptile Skin,,,,,,,,,,,,,,Processing,,,
6165,Fine Lightweight Plume,14358,14358,,14358,,,Yes,No,5,Lightweight Plume,,,,,,,,,,,,,,Processing,,,
6166,Fine Fancy Feather,16940,16940,,16940,,,Yes,No,5,Fancy Feather,,,,,,,,,,,,,,Processing,,,
6167,Supreme Soft Hide,134026,134026,,134026,,,Yes,No,3,Fine Soft Hide,5,Leather Glaze,,,,,,,,,,,,Processing,,,
6168,Supreme Tough Hide,140679,140679,,140679,,,Yes,No,3,Fine Tough Hide,5,Leather Glaze,,,,,,,,,,,,Processing,,,
6169,Supreme Hard Hide,151488,151488,,151488,,,Yes,No,3,Fine Hard Hide,5,Leather Glaze,,,,,,,,,,,,Processing,,,
6170,Supreme Thin Hide,132864,132864,,132864,,,Yes,No,3,Fine Thin Hide,5,Leather Glaze,,,,,,,,,,,,Processing,,,
6171,Supreme Thick Fur,60921,60921,,60921,,,Yes,No,3,Fine Thick Fur,5,Leather Glaze,,,,,,,,,,,,Processing,,,
6172,Supreme Fancy Reptile Skin,51112,51112,,51112,,,Yes,No,3,Fine Fancy Reptile Skin,5,Leather Glaze,,,,,,,,,,,,Processing,,,
6173,Supreme Lightweight Plume,140679,140679,,140679,,,Yes,No,3,Fine Lightweight Plume,5,Leather Glaze,,,,,,,,,,,,Processing,,,
6174,Supreme Fancy Feather,119997,119997,,119997,,,Yes,No,3,Fine Fancy Feather,5,Leather Glaze,,,,,,,,,,,,Processing,,,
6183,Leather Glaze,27139,27139,,27139,,,Yes,No,1,Clear Liquid Reagent,3,Maple Sap,3,Trace of Ascension,2,Powder of Darkness,,,,,1.5,,,Alchemy,,,
6201,Deer Blood,2131,2131,,2131,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 2,,
6202,Sheep Blood,1269,1269,,1269,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 2,,
6203,Fox Blood,1663,1663,,1663,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 3,,
6204,Rhino Blood,3269,3269,,3269,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 1,,
6205,Pig Blood,1614,1614,,1614,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 2,,
6206,Ox Blood,1098,1098,,1098,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 2,,
6207,Dinosaur Blood,,,,,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 4,,
6208,Lizard Blood,2494,2494,,2494,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 5,,
6209,Worm Blood,2286,2286,,2286,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 5,,
6210,Raccoon Blood,2079,2079,,2079,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 3,,
6212,Weasel Blood,1455,1455,,1455,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 3,,
6213,Bear Blood,2275,2275,,2275,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 4,,
6214,Wolf Blood,1529,1529,,1529,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 1,,
6215,Waragon Blood,2866,2866,,2866,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 2,,
6216,Cheetah Dragon Blood,2380,2380,,2380,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 1,,
6217,Kuku Bird Blood,2286,2286,,2286,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 5,,
6218,Flamingo Blood,2702,2702,,2702,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 1,,
6219,Bat Blood,2494,2494,,2494,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 5,,
6220,Troll Blood,2910,2910,,2910,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 4,,
6221,Ogre Blood,3118,3118,,3118,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 4,,
6222,Cobra Blood,2702,2702,,2702,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 5,,
6223,Lion Blood,3221,3221,,3221,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 4,,
6224,Scorpion Blood,2860,2860,,2860,,,Yes,No,,,,,,,,,,,,,,,,Gathering,Blood 3,,
6351,Legendary Beast's Blood,18186,18186,,18186,,,Yes,No,1,Spirit's Leaf,1,Trace of the Earth,1,Pure Powder Reagent,2,Blood 5,,,,,2.5,,,Alchemy,,,
6352,Tyrant's Blood,14101,14101,,14101,,,Yes,No,1,Monk's Branch,1,Trace of Savagery,1,Pure Powder Reagent,2,Blood 4,,,,,2.5,,,Alchemy,,,
6353,Clown's Blood,13098,13098,,13098,,,Yes,No,1,Spirit's Leaf,1,Powder of Darkness,1,Clear Liquid Reagent,2,Blood 1,,,,,2.5,,,Alchemy,,,
6354,Sinner's Blood,14604,14604,,14604,,,Yes,No,1,Bloody Tree Knot,1,Powder of Flame,1,Clear Liquid Reagent,2,Blood 2,,,,,2.5,,,Alchemy,,,
6355,Wise Man's Blood,15864,15864,,15864,,,Yes,No,1,Monk's Branch,1,Trace of Ascension,1,Clear Liquid Reagent,2,Blood 3,,,,,2.5,,,Alchemy,,,
6501,Coral Piece,30000,30000,,30000,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6504,Green Coral,37535,37535,,37535,,,Yes,No,10,Coral Piece,1,Emerald,,,,,,,,,1.5,,,Processing,,,
6505,Golden Coral,37535,37535,,37535,,,Yes,No,10,Coral Piece,1,Topaz,,,,,,,,,1.5,,,Processing,,,
6506,White Coral,37535,37535,,37535,,,Yes,No,10,Coral Piece,1,Diamond,,,,,,,,,1.5,,,Processing,,,
6511,Lobster,,,,,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6515,Oyster,4390,4390,,4390,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6516,Shrimp,4599,4599,,4599,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6520,Dried Pearl Oyster Flesh,13590,13590,,13590,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6521,Dried Lobster,27500,27500,,27500,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6524,Prairie Green Coral,187276,187276,,187276,,,Yes,No,3,Green Coral,1,Resplendent Emerald,,,,,,,,,1.5,,,Processing,,,
6525,Golden Sun Coral,187276,187276,,187276,,,Yes,No,3,Golden Coral,1,Resplendent Topaz,,,,,,,,,1.5,,,Processing,,,
6526,Breezy White Coral,187276,187276,,187276,,,Yes,No,3,White Coral,1,Resplendent Diamond,,,,,,,,,1.5,,,Processing,,,
6527,Golden Pearl,500000,500000,,500000,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6528,Glue,5500,5500,,5500,,,Yes,No,,,,,,,,,,,,,2.5,,,Processing,,,
6533,Coral Crystal,298999,298999,,298999,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6601,Oil of Regeneration,106374,106374,,106374,,,Yes,No,1,Legendary Beast's Blood,1,Red Tree Lump,1,Fruit of Crimson Flame,1,Powder of Crevice,,,,,2.5,,,Alchemy,,,
6602,Oil of Storms,52697,52697,,52697,,,Yes,No,1,Tyrant's Blood,1,Old Tree Bark,1,Fruit of Abundance,1,Powder of Time,,,,,2.5,,,Alchemy,,,
6603,Oil of Fortitude,99198,99198,,99198,,,Yes,No,1,Clown's Blood,1,Monk's Branch,1,Fruit of Nature,1,Powder of Flame,,,,,2.5,,,Alchemy,,,
6604,Oil of Corruption,103379,103379,,103379,,,Yes,No,1,Sinner's Blood,1,Spirit's Leaf,1,Fruit of the Sun,1,Powder of Darkness,,,,,2.5,,,Alchemy,,,
6605,Oil of Tranquility,103230,103230,,103230,,,Yes,No,1,Wise Man's Blood,1,Bloody Tree Knot,1,Fruit of Magic Power,1,Powder of Earth,,,,,2.5,,,Alchemy,,,
6606,Oil of the Abyss,99198,99198,,99198,,,Yes,No,1,Tyrant's Blood,1,Deep Sea Fruit,2,Powder of Time,2,Bloody Tree Knot,,,,,2.5,,,Alchemy,,,
6651,Distilled Water,1138,1138,,1138,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6652,Bottle of Sea Water,1323,1323,,1323,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6653,Bottle of River Water,2286,2286,,2286,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6656,Purified Water,2050,2050,,2050,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
6657,Bag of Muddy Water,567,567,,567,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7001,Wheat,374,374,,374,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7002,Barley,374,374,,374,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7003,Potato,332,332,,332,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7004,Sweet Potato,333,333,,333,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7005,Corn,394,394,,394,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7016,Date Palm,627,627,,627,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7017,Pistachio,350,350,,350,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7018,Fig,515,515,,515,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7019,Star Anise,520,520,,520,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7020,Nutmeg,560,560,,560,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7021,Freekeh,413,413,,413,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7022,Teff,287,287,,287,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7026,Coconut,831,831,,831,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7101,Wheat Flour,594,594,,594,,,Yes,No,1,Wheat,,,,,,,,,,,2.5,,,Processing,,,
7102,Barley Flour,374,374,,374,,,Yes,No,1,Barley,,,,,,,,,,,2.5,,,Processing,,,
7103,Potato Flour,569,569,,569,,,Yes,No,1,Potato,,,,,,,,,,,2.5,,,Processing,,,
7104,Sweet Potato Flour,569,569,,569,,,Yes,No,1,Sweet Potato,,,,,,,,,,,2.5,,,Processing,,,
7105,Corn Flour,629,629,,629,,,Yes,No,1,Corn Flour,,,,,,,,,,,2.5,,,Processing,,,
7106,Teff Flour,545,545,,545,,,Yes,No,1,Teff,,,,,,,,,,,2.5,,,Processing,,,
7107,Freekeh Flour,305,305,,305,,,Yes,No,1,Freekeh,,,,,,,,,,,2.5,,,Processing,,,
7201,Wheat Dough,569,569,,569,,,Yes,No,1,Wheat Flour,1,Mineral Water,,,,,,,,,2.5,,,Processing,,,
7202,Barley Dough,569,569,,569,,,Yes,No,1,Barley Flour,1,Mineral Water,,,,,,,,,2.5,,,Processing,,,
7203,Potato Dough,436,436,,436,,,Yes,No,1,Potato Flour,1,Mineral Water,,,,,,,,,2.5,,,Processing,,,
7204,Sweet Potato Dough,534,534,,534,,,Yes,No,1,Sweet Potato Flour,1,Mineral Water,,,,,,,,,2.5,,,Processing,,,
7205,Corn Dough,594,594,,594,,,Yes,No,1,Corn Flour,1,Mineral Water,,,,,,,,,2.5,,,Processing,,,
7206,Teff Flour Dough,454,454,,454,,,Yes,No,1,Teff Flour,1,Mineral Water,,,,,,,,,2.5,,,Processing,,,
7207,Freekeh Flour Dough,359,359,,359,,,Yes,No,1,Freekeh Flour,1,Mineral Water,,,,,,,,,2.5,,,Processing,,,
7301,Pepper,561,561,,561,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7302,Garlic,641,641,,641,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7303,Onion,664,664,,664,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7304,Strawberry,528,528,,528,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7305,Hot Pepper,547,547,,547,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7306,Pumpkin,363,363,,363,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7307,Grape,748,748,,748,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7308,Sunflower,789,789,,789,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7309,Olive,437,437,,437,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7311,Tomato,401,401,,401,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7312,Paprika,453,453,,453,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7313,Apple,831,831,,831,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7314,Cherry,831,831,,831,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7315,Pear,830,830,,830,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7316,Banana,830,830,,830,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7317,Pineapple,830,830,,830,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7318,Cabbage,788,788,,788,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7319,Rose,831,831,,831,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7320,Tulip,831,831,,831,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7347,Aloe,378,378,,378,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7348,Cinnamon,378,378,,378,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7701,Wild Beehive,1133,1133,,1133,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7702,Cooking Honey,1350,1350,,1350,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7901,Deer Meat,1983,1983,,1983,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7902,Lamb Meat,1794,1794,,1794,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7903,Fox Meat,1322,1322,,1322,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7904,Rhino Meat,2550,2550,,2550,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7905,Pork,1605,1605,,1605,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7906,Beef,1511,1511,,1511,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7908,Lizard Meat,1870,1870,,1870,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7909,Worm Meat,1890,1890,,1890,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7910,Raccoon Meat,1700,1700,,1700,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7911,Weasel Meat,1133,1133,,1133,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7912,Bear Meat,1954,1954,,1954,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7913,Wolf Meat,1890,1890,,1890,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7914,Waragon Meat,2456,2456,,2456,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7915,Cheetah Dragon Meat,2210,2210,,2210,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7916,Kuku Bird Meat,1500,1500,,1500,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7917,Flamingo Meat,1078,1078,,1078,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7918,Fragrant Jerky,473,473,,473,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7921,Chicken Meat,945,945,,945,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7922,Snake Meat,2456,2456,,2456,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7923,Lion Meat,2928,2928,,2928,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
7924,Scorpion Meat,1983,1983,,1983,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
8211,Squid,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8212,Octopus,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8213,Crab,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8214,Jellyfish,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8215,Shellfish,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8232,Seahorse,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8233,Starfish,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8244,Terrapin,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8246,Crawfish,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8334,Cuttlefish,,,,,,,No,No,,,,,,,,,,,,,,,,Fishing,,,
8501,Dried Mudskipper,616,616,,616,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8502,Dried Tuna,14137,14137,,14137,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8503,Dried Beltfish,2662,2662,,2662,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8504,Dried Flounder,2296,2296,,2296,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8505,Dried Salmon,1883,1883,,1883,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8506,Dried Amberjack,1646,1646,,1646,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8507,Dried Porgy,13495,13495,,13495,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8508,Dried Swellfish,6682,6682,,6682,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8509,Dried Saurel,1001,1001,,1001,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8510,Dried Rockfish,2261,2261,,2261,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8511,Dried Squid,1353,1353,,1353,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8512,Dried Octopus,7161,7161,,7161,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8513,Dried Crab,822,822,,822,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8514,Dried Jellyfish,1129,1129,,1129,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8515,Dried Shellfish,1094,1094,,1094,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8516,Dried Carp,3756,3756,,3756,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8517,Dried Crucian Carp,1435,1435,,1435,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8518,Dried Trout,2258,2258,,2258,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8519,Dried Catfish,2280,2280,,2280,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8520,Dried Freshwater Eel,4930,4930,,4930,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8521,Dried Snakehead,12852,12852,,12852,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8522,Dried Cherry Salmon,3363,3363,,3363,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8523,Dried Cuvier,23134,23134,,23134,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8524,Dried Sunfish,25704,25704,,25704,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8525,Dried Sea Bass,13109,13109,,13109,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8526,Dried Angler,6067,6067,,6067,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8527,Dried Swordfish,6168,6168,,6168,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8528,Dried Mackerel,2201,2201,,2201,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8529,Dried Flying Fish,2378,2378,,2378,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8530,Dried Skipjack,2755,2755,,2755,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8531,Dried Ray,2662,2662,,2662,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8532,Dried Seahorse,1294,1294,,1294,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8533,Dried Starfish,810,810,,810,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8534,Dried Filefish,1247,1247,,1247,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8535,Dried Scorpion Fish,1094,1094,,1094,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8536,Dried Mullet,1247,1247,,1247,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8537,Dried Swiri,21848,21848,,21848,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8538,Dried Sturgeon,53719,53719,,53719,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8539,Dried Piranha,12209,12209,,12209,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8540,Dried Mandarin Fish,12595,12595,,12595,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8541,Dried Lenok,6131,6131,,6131,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8542,Dried Arowana,5759,5759,,5759,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8543,Dried Sweetfish,2047,2047,,2047,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8544,Dried Terrapin,2448,2448,,2448,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8545,Dried Bass,2142,2142,,2142,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8546,Dried Crawfish,1412,1412,,1412,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8547,Dried Dace,940,940,,940,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8548,Dried Bluegill,962,962,,962,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8549,Dried Perch,1282,1282,,1282,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8550,Dried Notch Jaw,1058,1058,,1058,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8551,Dried Mudfish,1054,1054,,1054,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8552,Dried Goby Minnow,1012,1012,,1012,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8553,Dried Bitterling,924,924,,924,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8554,Dried Bleeker,1070,1070,,1070,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8555,Dried Yellow Fin Sculpin,1177,1177,,1177,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8556,Dried Cero,5614,5614,,5614,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8557,Dried Sea Eel,5481,5481,,5481,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8558,Dried Croaker,2028,2028,,2028,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8559,Dried Greenling,1377,1377,,1377,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8560,Dried Flatfish,1282,1282,,1282,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8561,Dried Grunt,12852,12852,,12852,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8562,Dried Herring,5581,5581,,5581,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8563,Dried Sardine,2128,2128,,2128,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8564,Dried Round Herring,1058,1058,,1058,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8565,Dried Silver Stripe Round Herring,1005,1005,,1005,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8566,Dried Whiting,1001,1001,,1001,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8567,Dried Dolphinfish,1353,1353,,1353,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8568,Dried Striped Catfish,1200,1200,,1200,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8569,Dried Gunnel,1991,1991,,1991,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8570,Dried Golden-Thread,6484,6484,,6484,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8571,Dried Nibbler,14137,14137,,14137,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8572,Dried Siganid,5763,5763,,5763,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8573,Dried Bluefish,2413,2413,,2413,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8574,Dried Surfperch,905,905,,905,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8575,Dried Blackfin Sweeper,1057,1057,,1057,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8576,Dried Smokey Chromis,14137,14137,,14137,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
